fold,epoch,phase,train_loss,val_loss,iou,dice,precision,recall
4,1,decoder_warmup,0.21166769375240868,0.16308205471451365,0.7412137721539396,0.8513759585499182,0.8634543998536235,0.8396307742925944
4,2,decoder_warmup,0.16344596913562773,0.14709830418326708,0.766519677381365,0.8678303301071975,0.8778088269326066,0.8580761446595926
4,3,decoder_warmup,0.14820254462989954,0.14115118189800255,0.7746898374014132,0.8730425126406894,0.865670034483524,0.8805416448557098
4,4,full_finetune,0.16005735274791066,0.14063238377752002,0.7745832305162552,0.8729748114332359,0.8592479226846547,0.887147407543676
4,5,full_finetune,0.14504688129113996,0.13663139243866418,0.7812654033319161,0.8772026918285543,0.8754369715087078,0.8789755493141107
4,6,full_finetune,0.13809828597828339,0.13208281224406443,0.7896229019446641,0.8824461299490898,0.8783327397746201,0.8865982288955286
4,7,full_finetune,0.13135514129665707,0.13069730896226184,0.7920824159288717,0.8839798983444852,0.8782561490790549,0.8897787423700884
4,8,full_finetune,0.12547328524047233,0.12977074363216043,0.7941317396564633,0.8852546578419286,0.8923956222573631,0.8782270704109059
4,9,full_finetune,0.12130350746987947,0.1290639130536906,0.7955195478319883,0.8861162762527911,0.8820796519602548,0.8901900156642124
4,10,full_finetune,0.11692721964842309,0.12828306661406327,0.7954055999224556,0.8860455820755038,0.8871897869276347,0.8849043247740818
4,11,full_finetune,0.11316782397732057,0.12754885797026896,0.7982636566147138,0.8878160370737509,0.8893785001327674,0.8862590542674371
4,12,full_finetune,0.11032621396369621,0.12992167973882768,0.7962275989294739,0.8865553556843401,0.8946015584973104,0.8786526005870401
4,13,full_finetune,0.10779981989148862,0.12852300848307568,0.7975656818606519,0.8873841884154078,0.8915763344347455,0.8832312804104253
4,14,full_finetune,0.10715848571860073,0.12918033514285712,0.7957543778078534,0.8862619383161537,0.8953603647391395,0.8773465636014015
4,15,full_finetune,0.10586607039504038,0.12858403669304203,0.7977972746825623,0.8875275159413396,0.8939558150631214,0.8811910065989378
